ID;Gender;Age;Marital Status;Job;Employment Status;Your Phone Model;Your bank information;How many years you are using internet banking application;How many years you are using mobile banking application;Do you find mobile application user-friendly;Internet banking usage frequency;Mobile banking usage frequency;Credit card debt inquiry;Credit card debt payment;Credit card limit transactions;Create & delete virtual card;Virtual card limit transactions;An additional new card application;Opening a new account;Balance check;Loan transaction;Transfer money to previously transferred account.;Transfer money to new account.;Invoice payment (If it is automatic payment than choose 1);Government payments;GSM transactions;Rent payment;Lottery transactions;HGS / OGS transactions;Tax / penalty transactions;SGK transactions;Bill transactions;Salary payment;Investment account transactions;Foreign money exchange transactions;Gold transactions;Investment fund transactions;Stock transactions;Public offering operations;Repo transactions;Bond transactions;Instant stock exchange transactions;Consumer credit usage;My credit accounts;Applying for mortgage ;Applying for car loan;Findeks risk report;New card application;New account opening;Request status;Foreign exchange calculation;Loan calculation;Make an appointment at a bank branch;Donate transactions;View payment schedule;View bank campaigns;Mobile signature use;Communicating with the bank
71;Woman;50+;Single; public servant;Public institution ;Iphone ;Ziraat;0-5;3;No;0.09863013698630137;0.09863013698630137;0;0;0;0;0;0;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0
72;Man;31-35;Married;;Public institution ;LG G3;Vakifbank;5-10;6;Yes;0.460273;0.460273;0.032876712;-1;-1;0;0;-1;-1;0.153424657;0.005479452;0.032876712;-1;-1;0.032876712;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0.09863013698630137;0;0.09863013698630137;0
73;Man;31-35;Married;;Public institution ;LG G3;Garanti;5-10;6;Yes;0.460273;0.460273;0.032876712;-1;-1;0;0;-1;-1;0.153424657;0.005479452;0.032876712;-1;-1;0.032876712;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0.09863013698630137;0;0.09863013698630137;0
74;Woman;50+;Single; public servant;Public institution ;;Akbank;0-5;3;Yes;0.09863013698630137;0.09863013698630137;0;0.032876712;0;0;0;0;0;0.032876712;0;0.09863013698630137;0.005479452;1;0.032876712;0.032876712;0.032876712;0;0;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0.09863013698630137;0;0;0.005479452
75;;45-50;Single;;Public institution ;Samsung;Ziraat;5-10;6;Yes;0.09863013698630137;0.460273;0.032876712;0.032876712;0.005479452;-1;-1;-1;0.005479452;;;0.005479452;0.005479452;;0.032876712;0.032876712;0.032876712;0.005479452;0.032876712;0.032876712;0.005479452;0.005479452;0.032876712;0;0;0;0;0;0;0;0;0;0;0.032876712;0;0;0;0;0.005479452;0.005479452;0.005479452;0.005479452;0.032876712;0.09863013698630137;0.032876712;0.005479452;0.032876712;0.032876712
76;;45-50;Single;;Public institution ;Samsung;Garanti;5-10;6;Yes;0.09863013698630137;0.460273;0.032876712;0.032876712;0.005479452;-1;-1;-1;0.005479452;;;0.005479452;0.005479452;;0.032876712;0.032876712;0.032876712;0.005479452;0.032876712;0.032876712;0.005479452;0.005479452;0.032876712;0;0;0;0;0;0;0;0;0;0;0.032876712;0;0;0;0;0.005479452;0.005479452;0.005479452;0.005479452;0.032876712;0.09863013698630137;0.032876712;0.005479452;0.032876712;0.032876712
77;Woman;45-50;Married; public servant;Public institution ;Iphone;Garanti;5-10;3;Yes;0.032876712;0.032876712;0.153424657;0.032876712;-1;-1;-1;0;0;0.09863013698630137;-1;0.09863013698630137;0.032876712;0.032876712;-1;-1;-1;0;-1;0;0;0;0;0;-1;0;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0
78;Man;25-30;Single; public servant;Public institution ;Samsung S3;Vakifbank;0-5;3;Yes;2;2;0.09863013698630137;0.032876712;0;0;0;0;0;0.153424657;0;0.005479452;0.09863013698630137;0.032876712;0.032876712;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;Man;25-30;Single; public servant;Public institution ;Samsung S3;Ziraat;0-5;3;Yes;2;2;0.09863013698630137;0.032876712;0;0;0;0;0;0.153424657;0;0.005479452;0.09863013698630137;0.032876712;0.032876712;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;;50+;Married;;Public institution ;Iphone;Halk Bank;0-5;6;No;0.460273;;0.09863013698630137;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;Man;;; public servant;Public institution ;Iphone;Halk Bank;0-5;3;No;0.032876712;0.032876712;0.09863013698630137;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;;25-30;Single; public servant;Public institution ;Samsung;Ziraat;0-5;3;No;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.032876712;0.032876712;0;0;0;0;0.032876712;0.005479452;0;0;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83;Woman;41-45;Single; public servant;Public institution ;Iphone;Isbank;5-10;6;Yes;0.032876712;2;0.09863013698630137;0.032876712;0;0;0;0;0;0.09863013698630137;0.032876712;0.032876712;0.032876712;2;2;0;0.032876712;0;0;0;0;0;0;2;1;0.005479452;2;0.460273;-;-;-;-;-;-;-;-;-;-;-1;-1;0.005479452;0.005479452;-;0.005479452;1;1;2;0.09863013698630137
84;Woman;25-30;Married;;Private sector;Iphone 7;-;0-5;;No;2;2;0.032876712;0.032876712;0.09863013698630137;0;0;0;0;0.032876712;0;0.09863013698630137;0.005479452;0;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0.005479452;0.005479452;0;0.005479452;1;1;0;0.09863013698630137;0;0;0;0;0;0;0;0;0;0
85;Man;25-30;Married;chemist;Not working ;VODEFONE SMART 6;-;0-5;3;Yes;0.005479452;0.005479452;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0
86;Woman;45-50;Married;teacher;Public institution ;Iphone 6+;-;0-5;3;No;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.032876712;0;0;0;0;0;0.09863013698630137;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0;0;0;0;0;0;0;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;Man;36-40;Married;teacher;Public institution ;Nokia E5;-;0-5;3;No;0.09863013698630137;0.09863013698630137;0.460273;0.032876712;0.153424657;0;0;0;0;0.460273;0;0;0;0;0;0;0;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032876712;0.032876712;0;0
88;Man;50+;Married;public servant;Public institution ;L G;-;0-5;3;No;0.032876712;0.032876712;0.032876712;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;Woman;31-35;Married;Not working ;Not working ;Samsung;-;;3;No;0.09863013698630137;0.032876712;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;Man;25-30;Single; public servant;Public institution ;Sony;-;0-5;3;Yes;0.032876712;0.09863013698630137;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09863013698630137;0.09863013698630137;0;0
91;Man;36-40;Married;;Private sector;Samsung Note 5;-;;7;Yes;0.032876712;0.153424657;0.153424657;0.032876712;0.005479452;0;0;0;-1;0.09863013698630137;0.032876712;0.153424657;0.09863013698630137;2;0.09863013698630137;0;0;0;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;;36-40;Married;Not working ;Not working ;;-;Never;0;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.132876712;0.132876712;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0
93;Man;31-35;Married;Miner worker;Public institution ;Samsung J5;-;5-10;6;Yes;1;1;0.032876712;0.032876712;0;0;0;0;0;-1;0;0.032876712;0;2;0;2;0;-1;-1;-1;0;0;0;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0
94;Man;50+;Married;Machine engineer;Private sector;VODEFONE SMART 6;-;5-10;6;Yes;0.153424657;0.460273;-1;0.032876712;0.005479452;0.005479452;0.005479452;0;0.005479452;-1;-1;-1;0;2;2;0.032876712;0.032876712;0;-1;-1;0;0;-1;0;0;0;0;0;-1;-1;0;0;0;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0
95;Man;20-24;Single;;Private sector;Asus ZenFone;Garanti;0-5;3;Yes;0.153424657;0.460273;0.09863013698630137;0.032876712;0.032876712;0;0;0;0;0.153424657;0.005479452;0;0;0;0.005479452;0.032876712;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;Woman;41-45;Married;teacher;Public institution ;Smartphone;-;Never;0;No;0;0;-1;0;-1;-1;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
97;Woman;31-35;Married;Teacher;Public institution ;Smartphone;-;0-5;0;No;0.09863013698630137;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;-;0;0;0;0;-;-;0;0;0;0;0;0;0;0;0;0
98;Woman;20-24;Single;teacher;;General Mobile;-;0-5;3;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
99;Woman;36-40;Married;;Public institution ;General Mobile;;Never;0;No;0;0;0.005479452;0;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1
100;Man;25-30;Married;teacher;Public institution ;Samsung;-;5-10;6;Yes;1;0.09863013698630137;0;0.032876712;0.032876712;0.032876712;0.005479452;0;0;0;0;0;0;-1;0.032876712;0.032876712;0;0;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;0;-1;-1;0.032876712;0.005479452;-1
101;Man;31-35;Married;teacher;Public institution ;Iphone 4S;-;5-10;6;Yes;0.460273;0.460273;0.460273;0.032876712;0.005479452;0.005479452;0.005479452;0;0;0.460273;0.005479452;0.09863013698630137;0.005479452;2;0.005479452;0;0.032876712;0;0;-1;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0
102;Man;25-30;Married;teacher;Public institution ;Smartphone;-;5-10;6;Yes;1;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.032876712;0;0;0.032876712;0;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0;0;0;0;0;0;0;0.032876712;0;0.032876712;0.032876712;0;0;0;0;-1;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;;0
103;Man;36-40;Married;teacher;Public institution ;Samsung A5;-;5-10;3;No;0.460273;0.460273;0;;0;0;0;0;0;0.153424657;0;0.09863013698630137;0.09863013698630137;0;0.032876712;0.032876712;0;0;0.005479452;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;-1;0.032876712;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
104;Woman;25-30;Married;;Public institution ;Iphone S5;-;0-5;0;No;0.09863013698630137;;-;;;;;;;;;;;;;;;;-1;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;Woman;25-30;Single;teacher;Public institution ;Lenovo A7010;-;5-10;3;No;0.09863013698630137;0.460273;0.09863013698630137;0.09863013698630137;0;0;0;0;0;0.09863013698630137;0;0.09863013698630137;0.09863013698630137;0.460273;0.005479452;0;0;0;0;-1;0;0;0.032876712;0;-1;0;0;0;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0
106;Woman;25-30;Single;teacher;Public institution ;Samsung  S3;-;Never;0;No;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;Man;36-40;Single;teacher;Public institution ;Samsung;-;Never;0;No;0;0;-;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;Woman;31-35;Single;;Public institution ;Samsung Note 2;-;5-10;0;No;0.09863013698630137;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;-1;0;0;0;0;0;0;0.032876712;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0.005479452;0.09863013698630137;0;0;0
109;Woman;31-35;Married;;Public institution ;LG G3;-;;;No;0.460273;0.460273;0.09863013698630137;0.032876712;0.032876712;0;0;0;0;0.09863013698630137;0;0.09863013698630137;0.005479452;1;0.005479452;0.09863013698630137;0;0;0.005479452;-1;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;Woman;31-35;Married;teacher;Public institution ;Smartphone;-;;0;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111;Woman;31-35;Married;;Public institution ;Xiaomi mi 5;-;0-5;0;No;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;Woman;31-35;Single;teacher;Public institution ;Smartphone;-;Never;0;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.132876712;0.132876712;0.005479452;0;0
113;Woman;31-35;Married;teacher;Public institution ;Iphone;-;5-10;3;No;0.09863013698630137;0.09863013698630137;0.032876712;0.032876712;0;0;0;0;0;0.032876712;0.032876712;0.032876712;0.09863013698630137;0.032876712;0;0.032876712;0;0;0;0;0;0;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;-;0.032876712;0.005479452;-;0.032876712;0.005479452;0.005479452;0.032876712;0.032876712
114;Woman;36-40;Married;teacher;Public institution ;Iphone 6;-;0-5;3;No;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.005479452;0.005479452;0.005479452;0.153424657;0.153424657;0.09863013698630137;0.032876712;0.09863013698630137;;0.460273;0.460273;0.460273;0.460273;0.032876712;0.032876712;0.005479452;0.005479452;0.032876712;0.032876712;-;0.005479452;0.032876712;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
115;Woman;31-35;Married;teacher;Public institution ;Iphone 6;-;10-15;3;NO;0.032876712;0;0;0;0;0;0;0;0;0;0;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032876712;0.032876712;0.005479452;0.032876712;0.032876712;-;0.005479452;-;0.005479452;0.032876712;0;0;0;0;0;0;0;0;0;0
116;Man;41-45;Married;teacher;Public institution ;Huawei 6205;-;Never;0;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
117;Man;31-35;Married;teacher;Public institution ;;;Never;0;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
118;Woman;36-40;Married;teacher;Public institution ;Samsung 7+ Edge;;Never;0;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;-1;0;0
119;Woman;31-35;Married;teacher;Public institution ;Iphone 5;-;0-5;6;Yes;1;0.153424657;-1;-1;-1;;0;0;;0.09863013698630137;-1;0.09863013698630137;-1;-1;0.09863013698630137;0.09863013698630137;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;Man;36-40;Married;;Public institution ;Samsung;;Never;0;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0.005479452;0.005479452;0;0;0.09863013698630137;0;0;0
121;Woman;25-30;Married;teacher;Public institution ;Iphone 7;-;5-10;6;No;0.460273;0.460273;0.153424657;0.032876712;0;0;0;0;0;0.153424657;0;0.153424657;0.005479452;2;0.032876712;0.032876712;0;0;0.005479452;-1;-1;0;-1;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;Woman;41-45;Married;teacher;Public institution ;Iphone 6+;-;0-5;6;Yes;0.09863013698630137;0;-1;-1;;;;;;-1;;-1;;-1;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;0.09863013698630137;0;0;0;0;-;0;0;0;0;0;0;0.09863013698630137;0.005479452;0.005479452;0;0.005479452
123;Man;31-35;Married;teacher;Public institution ;Iphone 7;-;5-10;6;Yes;0.09863013698630137;0.153424657;0.032876712;0.032876712;0.09863013698630137;0;0;-1;-1;0.09863013698630137;0;0.005479452;0.005479452;0.032876712;-1;0.032876712;0;0;0;0.005479452;0;0;0;0.032876712;0;0.032876712;0;0;-;-;-;-;-;-;-;-;-;-;-1;-1;-1;-1;0.032876712;-1;0.032876712;0.032876712;-1;0.005479452
124;Woman;25-30;Married;teacher;Public institution ;Samsung Note 2;-;5-10;6;Yes;0.09863013698630137;0.09863013698630137;0.460273;0.032876712;0.09863013698630137;0;0;-1;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;;0.032876712;0.032876712;0.032876712;;-1;-1;-1;-;-;-1;0.032876712;0.032876712;-1;-1;0;0;0;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;Woman;36-40;Married;Engineer;Self-employed ;Genaral Mobile;Akbank;10+;6;Yes;0.09863013698630137;0.09863013698630137;0.032876712;0.032876712;0.032876712;0.09863013698630137;0.09863013698630137;0;0;0;0;0.09863013698630137;0.005479452;2;0.032876712;0.032876712;0.032876712;0.09863013698630137;0.09863013698630137;0;0;0;0.032876712;2;2;2;2;2;-1;-1;-1;-1;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0
126;Woman;20-24;Single;Engineer;Private sector;Iphone 7S;Garanti;10+;7;NO;2;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127;Woman;45-50;Single;;Public institution ;Samsung S6 EDGE;Yapi Kredi;10+;7;Yes;0.09863013698630137;0.09863013698630137;-1;0.032876712;0.032876712;0;0.09863013698630137;0.09863013698630137;0;0;0.09863013698630137;0;0.09863013698630137;2;0.09863013698630137;0.005479452;0;0;-;-;-;-;-;-;-;-;-;-;-;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032876712;0;0.032876712;0
128;Man;31-35;Married;Engineer;Public institution ;Iphone 4S;Garanti;10+;3;No;0.460273;0.460273;0.460273;0.032876712;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0;0.460273;0;0.460273;0.005479452;0.09863013698630137;;0;0.032876712;0.09863013698630137;-1;0;0;0;0;0.032876712;0;0;0;0.032876712;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0
129;Man;36-40;Married;Engineer;Public institution ;;Yapi Kredi;10+;3;No;0.09863013698630137;0.032876712;0.032876712;0.032876712;0;0.032876712;0;0;0;0.032876712;0;0;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130;Man;31-35;Married;Engineer;Public institution ;;Akbank;;7;Yes;0.005479452;0.005479452;0;-1;0;0;0;0;0;-1;;0.005479452;0.005479452;0;0.005479452;0;0;0;0.005479452;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131;Man;41-45;Married;Engineer;Public institution ;;Yapi Kredi;5-10;6;Yes;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0.005479452;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09863013698630137;0;0;0
132;Woman;41-45;;;Public institution ;Samsung;Garanti;0-5;3;Yes;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.005479452;-1;0.032876712;-1;-1;-1;0.032876712;-1;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0
133;Woman;;Single;Student;Not working ;Reeder;Ziraat;0-5;3;Yes;0.032876712;0.460273;0;0;0;0;0;0;0;0.460273;0.460273;0.09863013698630137;0.005479452;0;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0.460273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.460273;0;0;0.09863013698630137;0;0;0
134;Man;25-30;Married;purchasing;Private sector;Lenovo S1 Lite;Garanti;0-5;3;Yes;0.09863013698630137;0.460273;0.032876712;0.032876712;0.032876712;0;0;0;0;0.09863013698630137;0;0.032876712;0.005479452;0.032876712;0.09863013698630137;0.032876712;0.032876712;0.09863013698630137;0.005479452;-;0;0;0.032876712;0;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0;0;0.005479452;0;0;0
135;Man;25-30;Married;purchasing;Private sector;Lenovo S1 Lite;Yapi Kredi;0-5;3;Yes;0.09863013698630137;0.460273;0.032876712;0.032876712;0.032876712;0;0;0;0;0.09863013698630137;0;0.032876712;0.005479452;0.032876712;0.09863013698630137;0.032876712;0.032876712;0.09863013698630137;0.005479452;-;0;0;0.032876712;0;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0;0;0.005479452;0;0;0
136;Man;25-30;Married;purchasing;Private sector;Lenovo S1 Lite;Akbank;0-5;3;Yes;0.09863013698630137;0.460273;0.032876712;0.032876712;0.032876712;0;0;0;0;0.09863013698630137;0;0.032876712;0.005479452;0.032876712;0.09863013698630137;0.032876712;0.032876712;0.09863013698630137;0.005479452;-;0;0;0.032876712;0;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0;0;0.005479452;0;0;0
137;Man;20-24;Single;Information Engineer;Private sector;Samsung;Akbank;0-5;;Yes;0.09863013698630137;0.153424657;0.032876712;0.032876712;0;-1;-1;0;0;0.032876712;0.032876712;0.032876712;0.032876712;2;2;0.032876712;-1;-1;0.032876712;0.005479452;-1;-1;0.032876712;0.005479452;0.005479452;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0.005479452;-1;-1;-1;-1;-1;-1;0
138;Man;25-30;Single;Engineer;Private sector;Iphone 6;Akbank;0-5;;Yes;2;1;0.460273;0.032876712;0.005479452;0.005479452;0.005479452;0;-1;0.460273;0.153424657;0.153424657;0.032876712;0.09863013698630137;0.09863013698630137;0.032876712;0.032876712;0.032876712;0.005479452;0.005479452;-1;-1;-1;-1;0.005479452;0.005479452;0.005479452;0;0;0;-1;-1;-1;0.005479452;-1;-1;-1;0;0;-1;0.153424657;-1;0;-1;-1;-1;0;0.005479452
139;Man;20-24;Single;computer engineer;Private sector;Iphone 6;Akbank;0-5;;No;0.153424657;0;0;0;0;0;0;0;0;0.153424657;0;0;0;0;0.09863013698630137;0.032876712;0;0;0;0;0;0;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032876712;0;0.09863013698630137;0.032876712;0;0
140;Man;25-30;Single;Software Engineer;Private sector;Asus;Akbank;10+;;Yes;0.460273;0.460273;0.09863013698630137;0.032876712;0.005479452;0.005479452;0.005479452;-1;-1;0.09863013698630137;-1;0.153424657;0.153424657;0.153424657;0.153424657;0.153424657;0.153424657;0;0;0.005479452;0.005479452;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032876712;0.09863013698630137;0;0
141;Woman;36-40;Married;Software Engineer;Private sector;Samsung S3;;10+;;Yes;0.460273;0;-1;-1;-1;0;0;0;0;-1;0;-1;-1;2;-1;-1;-1;0;0.005479452;0.005479452;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-1;0;-1;0;0;0;-1
142;Woman;31-35;Married;computer engineer;Private sector;Samsung;Akbank;10+;;Yes;0.460273;0.09863013698630137;0.032876712;0.032876712;0.005479452;0;0;0;0.005479452;0.153424657;0;0.09863013698630137;0.005479452;0.09863013698630137;0;0.005479452;0;0;0;0;0;0;0.032876712;0.005479452;0.005479452;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0.005479452;0.005479452;0;0;0;0.032876712;0.005479452;0;0
143;Woman;20-24;Single;Engineer;Private sector;Iphone 6;Akbank;0-5;;No;0.460273;1;0;0;0.005479452;0;0;0;-1;0.032876712;0.09863013698630137;0.032876712;-1;-1;-1;-1;-1;-1;0;0;0;0;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0.005479452;0.005479452;0;0;-1;-1;0;-1;0;-1
